year,office,program,program_name
2016,3201,0,"Linea Trabajo N/A, Inst."
2016,3201,101,Dirección Superior y Administración
2016,3201,201,Atención Ambulatoria
2016,3201,202,Atención Hospitalaria
2016,3202,0,"Linea Trabajo N/A, Inst."
2016,3202,101,Dirección Superior y Administración
2016,3202,201,Atención Ambulatoria
2016,3202,202,Atención Hospitalaria
2016,3202,203,Fortalecimiento de la Salud de la Mujer
2016,3203,0,"Linea Trabajo N/A, Inst."
2016,3203,101,Dirección Superior y Administración
2016,3203,201,Atención  Ambulatoria
2016,3203,202,Atención Hospitalaria
2016,3203,203,Fortalecimiento de la Salud de la Mujer
2016,3204,0,"Linea Trabajo N/A, Inst."
2016,3204,101,Dirección Superior y Administración
2016,3204,201,Atención Ambulatoria
2016,3204,202,Atención Hospitalaria
2016,3205,0,"Linea Trabajo N/A, Inst."
2016,3205,101,Direccion Superior y Administración
2016,3205,201,Atención Ambulatoria
2016,3205,202,Atención Hospitalaria
2016,3205,203,Fortalecimiento de la Salud de la Mujer
2016,3206,0,"Linea Trabajo N/A, Inst."
2016,3206,101,Dirección Superior y Administración
2016,3206,201,Atención Ambulatoria
2016,3206,202,Atención Hospitalaria
2016,3206,203,Fortalecimiento de la Salud de la Mujer
2016,3207,0,"Linea Trabajo N/A, Inst."
2016,3207,101,Dirección Superior y Administración
2016,3207,201,Atención Ambulatoria
2016,3207,202,Atención Hospitalaria
2016,3208,0,"Linea Trabajo N/A, Inst."
2016,3208,101,Dirección Superior y Administración
2016,3208,201,Atención Ambulatoria
2016,3208,202,Atención Hospitalaria
2016,3208,203,Fortalecimiento de la Salud de la Mujer
2016,3209,0,"Linea Trabajo N/A, Inst."
2016,3209,101,Dirección Superior y Administración
2016,3209,201,Atención Ambulatoria
2016,3209,202,Atención Hospitalaria
2016,3209,203,Fortalecimiento de la Salud de la Mujer
2016,3210,0,"Linea Trabajo N/A, Inst."
2016,3210,101,Dirección Superior y Administración
2016,3210,201,Atención Ambulatoria
2016,3210,202,Atención Hospitalaria
2016,3210,203,Fortalecimiento de la Salud de la Mujer
2016,3211,0,"Linea Trabajo N/A, Inst."
2016,3211,101,Dirección Superior y Administración
2016,3211,201,Atención Ambulatoria
2016,3211,202,Atención Hospitalaria
2016,3211,203,Fortalecimiento de la Salud de la Mujer
2016,3212,0,"Linea Trabajo N/A, Inst."
2016,3212,101,Dirección Superior y Administración
2016,3212,201,Atención Ambulatoria
2016,3212,202,Atención Hospitalaria
2016,3212,203,Fortalecimiento de la Salud de la Mujer
2016,3213,0,"Linea Trabajo N/A, Inst."
2016,3213,101,Dirección Superior y Administración
2016,3213,201,Atención Ambulatoria
2016,3213,202,Atención Hospitalaria
2016,3213,203,Fortalecimiento de la Salud de la Mujer
2016,3214,0,"Linea Trabajo N/A, Inst."
2016,3214,101,Dirección Superior y Administración
2016,3214,201,Atención Ambulatoria
2016,3214,202,Atención Hospitalaria
2016,3214,203,Fortalecimiento de la Salud de la Mujer
2016,3215,0,"Linea Trabajo N/A, Inst."
2016,3215,101,Dirección Superior y Administración
2016,3215,201,Atención Ambulatoria
2016,3215,202,Atención Hospitalaria
2016,3215,203,Fortalecimiento de la Salud de la Mujer
2016,3216,0,"Linea Trabajo N/A, Inst."
2016,3216,101,Dirección Superior y Administración
2016,3216,201,Atención Ambulatoria
2016,3216,202,Atención  Hospitalaria
2016,3217,0,"Linea Trabajo N/A, Inst."
2016,3217,101,Dirección Superior y Administración
2016,3217,201,Atención Ambulatoria
2016,3217,202,Atención Hospitalaria
2016,3217,203,Fortalecimiento de la Salud de la Mujer
2016,3218,0,"Linea Trabajo N/A, Inst."
2016,3218,101,Dirección Superior y Administración
2016,3218,201,Atención Ambulatoria
2016,3218,202,Atención Hospitalaria
2016,3219,0,"Linea Trabajo N/A, Inst."
2016,3219,101,Dirección Superior  y Administración
2016,3219,201,Atención Ambulatoria
2016,3219,202,Atención Hospitalaria
2016,3219,203,Fortalecimiento de la Salud de la Mujer
2016,3220,0,"Linea Trabajo N/A, Inst."
2016,3220,101,Dirección Superior y Administración
2016,3220,201,Atención Ambulatoria
2016,3220,202,Atención Hospitalaria
2016,3221,0,"Linea Trabajo N/A, Inst."
2016,3221,101,Dirección Superior y Administración
2016,3221,201,Atención Ambulatoria
2016,3221,202,Atención Hospitalaria
2016,3222,0,"Linea Trabajo N/A, Inst."
2016,3222,101,Dirección Superior y Administración
2016,3222,201,Atención Ambulatoria
2016,3222,202,Atención Hospitalaria
2016,3222,203,Fortalecimiento de la Salud de la Mujer
2016,3223,0,"Linea Trabajo N/A, Inst."
2016,3223,101,Dirección Superior y Administración
2016,3223,201,Atención Ambulatoria
2016,3223,202,Atención Hospitalaria
2016,3223,203,Fortalecimiento de la Salud de la Mujer
2016,3224,0,"Linea Trabajo N/A, Inst."
2016,3224,101,Dirección Superior y Administración
2016,3224,201,Atención Ambulatoria
2016,3224,202,Atención Hospitalaria
2016,3225,0,"Linea Trabajo N/A, Inst."
2016,3225,101,Dirección  Superior  y Administración
2016,3225,201,Atención Ambulatoria
2016,3225,202,Atención Hospitalaria
2016,3226,0,"Linea Trabajo N/A, Inst."
2016,3226,101,Dirección Superior y Administración
2016,3226,201,Atención  Ambulatoria
2016,3226,202,Atención Hospitalaria
2016,3226,203,Fortalecimiento de la Salud de la Mujer
2016,3227,0,"Linea Trabajo N/A, Inst."
2016,3227,101,Dirección Superior y Administración
2016,3227,201,Atención Ambulatoria
2016,3227,202,Atención Hospitalaria
2016,3228,0,"Linea Trabajo N/A, Inst."
2016,3228,101,Dirección Superior y Administración
2016,3228,201,Atención Ambulatoria
2016,3228,202,Atención Hospitalaria
2016,3229,0,"Linea Trabajo N/A, Inst."
2016,3229,101,Dirección Superior y Administración
2016,3229,201,Atención Ambulatoria
2016,3229,202,Atención Hospitalaria
2016,3229,203,Fortalecimiento de la Salud de la Mujer
2016,3230,0,"Linea Trabajo N/A, Inst."
2016,3230,101,Dirección  Superior y   Administración
2016,3230,201,Atención  Ambulatoria
2016,3230,202,Atención  Hospitalaria
2016,3230,203,Fortalecimiento de la Salud de la Mujer
2016,3231,0,"Linea Trabajo N/A, Inst."
2016,3231,101,Dirección Superior y Administración
2016,3231,201,Servicios de Salud
2016,3232,0,"Linea Trabajo N/A, Inst."
2016,3232,101,Dirección Superior y Administración
2016,3232,201,Rehabilitación Integral
2016,3233,0,"Linea Trabajo N/A, Inst."
2016,3233,101,Dirección y Administración
2016,3233,102,Cuidado Integral de Ancianos
2016,3233,4101,Atencion Integral de Ancianos - Donaciones
2016,3234,0,"Linea Trabajo N/A, Inst."
2016,3234,101,Dirección Superior y Administración
2016,3234,201,Servicios de Emergencia
2016,3235,0,"Linea Trabajo N/A, Inst."
2016,3235,101,Dirección y Administración
2016,3235,201,Fortalecimiento de las Redes Integradas e Integrales de Servicios de Salud
2016,3235,202,"Atención a la Salud de la Niñez, Adolescencia y Mujer"
2016,3235,203,Atención de Emergencias Médicas
2016,3235,204,Promoción de la Salud y Prevención de Enfermedades
2016,3235,205,Provisión de Medicamentos e Insumos Médicos
2016,3236,0,"Linea Trabajo N/A, Inst."
2016,3236,101,Dirección Superior y Administración
2016,3236,201,Regulación e Inspección
2016,3300,0,"Linea Trabajo N/A, Inst."
2016,3300,101,Dirección Superior
2016,3300,102,Dirección Administrativa
2016,3300,103,Igualdad Sustantiva y Vida Libre de Violencia para las Mujeres
2016,3300,201,Asistencia Laboral
2016,3300,202,Vigilancia del Cumplimiento de Leyes Laborales
2016,3300,203,"Previsión Social, Empleo y Empleabilidad"
2016,3300,204,Regionalización
2016,3300,301,Intermediación Laboral en Territorios de Progreso
2016,3300,401,Sede Ciudad Mujer de San Martín
2016,3300,402,Sede Ciudad Mujer de Santa Ana
2016,3300,403,Sede Ciudad Mujer de Colón
2016,3300,404,Sede Ciudad Mujer de Usulután
2016,3300,405,Sede Ciudad Mujer de San Miguel
2016,3300,406,Sede Ciudad Mujer de Morazán
2016,3300,501,Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto Armado
2016,3300,601,Apoyo al Ingreso y Empleabilidad
2016,3300,701,"Reparaciones en Infraestructura y Equipamiento Básico Centros de Recreación a Trabajadores, Fase III"
2016,3302,0,"Linea Trabajo N/A, Inst."
2016,3302,101,Dirección de Gestión y Planeación
2016,3302,102,Administración y Finanzas
2016,3302,201,Innovación y Desarrollo de la Formación Profesional
2016,3302,301,Investigación del Mercado Laboral
2016,3302,401,"Información, Comunicación y Difusión"
2016,3302,501,"Evaluación, Auditoria y Control"
2016,3302,601,Sede Ciudad Mujer Colón
2016,3302,602,Sede Ciudad Mujer Usulután
2016,3302,603,Sede Ciudad Mujer Santa Ana
2016,3302,604,Sede Ciudad Mujer San Martín
2016,3302,605,Sede Ciudad Mujer Morazán
2016,3302,606,Sede Ciudad Mujer San Miguel
2016,3302,701,Construcción de Edificio de Estacionamientos y Oficinas Administrativas de INSAFORP
2016,3303,0,"Linea Trabajo N/A, Inst."
2016,3303,101,Dirección Superior
2016,3303,102,Financiero Contable
2016,3303,103,Recursos Humanos
2016,3303,104,Abastecimiento de Materiales y Suministros
2016,3303,105,Asesoría Jurídica
2016,3303,106,Planificación y Organización
2016,3303,107,Informática
2016,3303,108,Administración Sucursal Sonsonate
2016,3303,109,Administración Sucursal Usulután
2016,3303,110,"Recaudación de Ingresos, Régimen de Salud"
2016,3303,111,Logística y Apoyo
2016,3303,112,Comunicaciones y Atención al Cliente
2016,3303,201,Gestión Financiera
2016,3303,202,Gestión Administrativa
2016,3303,203,Gestión Prestaciones
2016,3303,301,Gestión Financiera
2016,3303,302,Gestión Administrativa
2016,3303,303,Gestión Prestaciones
2016,3303,401,Atención  Ambulatoria Medicina Física y Rehabilitación
2016,3303,402,Atención Ambulatoria Atlacatl
2016,3303,403,Atención Ambulatoria Zacamil
2016,3303,404,Atención Ambulatoria Ilopango
2016,3303,405,Atención Ambulatoria  15 de Septiembre
2016,3303,406,Atención Ambulatoria San Jacinto
2016,3303,407,Atención Ambulatoria de Especialidades
2016,3303,408,Atención Ambulatoria Nueva San Salvador
2016,3303,409,Atención Ambulatoria Apopa
2016,3303,410,Atención Ambulatoria Zacatecoluca
2016,3303,411,Atención Ambulatoria San Vicente
2016,3303,412,Atención Ambulatoria Quezaltepeque
2016,3303,413,Atención Ambulatoria Aguilares
2016,3303,414,Atención Ambulatoria Sacacoyo
2016,3303,415,Atención Ambulatoria Cojutepeque
2016,3303,416,Atención Ambulatoria Nejapa
2016,3303,417,Atención Ambulatoria La Libertad
2016,3303,418,Atención Ambulatoria Chalatenango
2016,3303,419,Atención Ambulatoria Ilobasco
2016,3303,420,Atención Ambulatoria Sensuntepeque
2016,3303,421,Atención Ambulatoria Ahuachapán
2016,3303,422,Atención Ambulatoria Metapán
2016,3303,423,Atención Ambulatoria Acajutla
2016,3303,424,Atención Ambulatoria Juayúa
2016,3303,425,Atención Ambulatoria Chalchuapa
2016,3303,426,Atención Ambulatoria La Unión
2016,3303,427,Atención Ambulatoria Usulután
2016,3303,428,Atención Ambulatoria Puerto El Triunfo
2016,3303,429,Atención Ambulatoria Santiago de María
2016,3303,430,Atención Ambulatoria San Francisco Gotera
2016,3303,431,Atención Ambulatoria Chinameca
2016,3303,432,Atención Ambulatoria Berlín
2016,3303,433,Atención Ambulatoria Moncagua
2016,3303,434,Atención Ambulatoria San Miguel
2016,3303,435,Atención Ambulatoria Santa Ana
2016,3303,436,Atención Ambulatoria Soyapango
2016,3303,501,Gestión Administrativa Integral de Salud
2016,3303,502,Atención Hospitalaria Policlínico Planes de Renderos
2016,3303,503,Atención Hospitalaria Policlínico Arce
2016,3303,504,Atención Hospitalaria Oncología
2016,3303,505,Atención Hospitalaria Santa Ana
2016,3303,506,Atención Hospitalaria Sonsonate
2016,3303,507,Atención Hospitalaria San Miguel
2016,3303,601,Gestión Financiera
2016,3303,602,Gestión Administrativa
2016,3303,603,Gestión Servicios de Salud
2016,3303,701,Gestión Financiera
2016,3303,702,Gestión Administrativa
2016,3303,703,Gestión Servicios de Salud
2016,3303,801,Gestión Financiera
2016,3303,802,Gestión Administrativa
2016,3303,803,Gestión Servicios de Salud
2016,3303,901,Gestión Financiera
2016,3303,902,Gestión Administrativa
2016,3303,903,Gestión Servicios de Salud
2016,3303,1001,Gestión Financiera
2016,3303,1002,Gestión Administrativa
2016,3303,1003,Gestión Servicios de Salud
2016,3303,1101,Pensiones y Programas
2016,3303,1102,Subsidios
2016,3303,1201,Gestión Administrativa de la Preinversión
2016,3303,1301,Gestión Administrativa de la Infraestructura
2016,3303,1302,Infraestructura
2016,3303,1401,Desembolsos Financieros Régimen de Salud
2016,3303,1501,Gestión Administrativa
2016,3303,1502,Gestión Financiera
2016,3303,1503,"Recaudación de Ingresos, Régimen de IVM"
2016,3303,1504,Gestión de Pensiones
2016,3304,0,"Linea Trabajo N/A, Inst."
2016,3304,101,Dirección Superior y Administración
2016,3304,201,Prestaciones a Beneficiarios
2016,3304,202,Rentabilidad de Reservas
2016,3304,301,Préstamos a Beneficiarios
2016,4100,0,"Linea Trabajo N/A, Inst."
2016,4100,101,Dirección Superior
2016,4100,102,Apoyo Técnico Institucional
2016,4100,103,Apoyo Administrativo y Financiero
2016,4100,104,Transversalización del Enfoque de Genero
2016,4100,105,Apoyo a Proyectos de Cooperación
2016,4100,201,Política Comercial
2016,4100,202,Administración de Tratados
2016,4100,203,Representación ante la OMC y la OMPI
2016,4100,301,Comercio e Inversión
2016,4100,302,Fomento Productivo
2016,4100,303,Fondo de Desarrollo Productivo
2016,4100,304,Sistema Nacional de Desarrollo Productivo
2016,4100,305,Innovación y Calidad
2016,4100,401,Regulación de Hidrocarburos y Minas
2016,4100,402,Centro de Atencion por Demanda
2016,4100,501,Vigilancia de las Obligaciones Mercantiles
2016,4100,601,Dirección y Administración
2016,4100,602,Estadísticas Económicas
2016,4100,603,Estadísticas Sociales
2016,4100,604,Cumplimiento de la Sentencia El Mozote y Lugares Aledaños
2016,4100,605,Estadísticas de Género
2016,4100,701,Consejo de Vigilancia de la Profesión de Contaduría Pública y Auditoría
2016,4100,702,Superintendencia de Competencia
2016,4100,703,Defensoría del Consumidor
2016,4100,704,Consejo Nacional de Energía
2016,4100,705,Consejo Nacional de Calidad
2016,4100,706,Instituto Salvadoreño de Fomento Cooperativo
2016,4100,707,Consejo Salvadoreño de la Agroindustria Azucarera
2016,4100,801,Comisión Nacional de la Micro y Pequeña Empresa
2016,4100,802,Financiamiento para la Estabilización y Fomento Económico
2016,4100,803,Financiamiento de Subsidio al Gas Licuado
2016,4100,901,Fomento Productivo en Territorios de Progreso
2016,4100,902,Proyectos de Inversión en Territorios de Progreso
2016,4100,1001,Fortalecimiento de la Capacidad Técnica y Cofinanciamiento de Servicios de Desarrollo Empresarial
2016,4100,1002,Apoyo al Sistema Nacional de Calidad
2016,4100,1003,Innovación Tecnológica para la Exportación
2016,4100,1004,Formulación e Implementación de la Política Comercial y las Negociaciones
2016,4100,1005,Apoyo para el Análisis y la Inteligencia Económica
2016,4100,1006,Fortalecimiento de la Administraciòn de Tratados Comerciales
2016,4100,1007,Gestión y Administración
2016,4100,8101,Comercialización de Productos y Servicios de Estadisticas y Censos
2016,4101,0,"Linea Trabajo N/A, Inst."
2016,4101,101,Administración General
2016,4101,102,"Ferias, Exposiciones, Convenciones, Congresos y Otros Eventos Nacionales e Internacionales."
2016,4103,0,"Linea Trabajo N/A, Inst."
2016,4103,101,Vigilancia de la Profesión de Contaduría Pública
2016,4109,0,"Linea Trabajo N/A, Inst."
2016,4109,101,Dirección y Administración Institucional
2016,4109,102,Marco Regulatorio de Electricidad y Telecomunicaciones
2016,4109,103,Registro de Electricidad y Telecomunicaciones
2016,4112,0,"Linea Trabajo N/A, Inst."
2016,4112,101,Dirección Superior
2016,4112,102,Gestión Legal
2016,4112,103,Gestión Administrativa
2016,4112,104,Gestión de Inversiones y Finanzas
2016,4112,201,Gestión Administrativa y Operativa de Puerto CORSAIN
2016,4114,0,"Linea Trabajo N/A, Inst."
2016,4114,101,Dirección y Administración
2016,4114,102,Unidad Financiera Institucional
2016,4114,201,Servicios del Registro de la Propiedad
2016,4114,301,Servicios del Registro de Comercio
2016,4114,401,Servicios Cartográficos y Geográficos
2016,4114,402,Servicios Catastrales
2016,4114,501,Modernización del Registro Inmobiliario y del Catastro
2016,4114,601,Servicios de la Deuda
2016,4114,701,Registro de la Propiedad Intelectual
2016,4114,801,Registro de Garantías Mobiliarias
2016,4116,0,"Linea Trabajo N/A, Inst."
2016,4116,101,Dirección y Administración
2016,4116,201,"Supervisión, Ordenamiento y Control"
2016,4117,0,"Linea Trabajo N/A, Inst."
2016,4117,101,"Promoción, Protección y Garantía de la Competencia"
2016,4118,0,"Linea Trabajo N/A, Inst."
2016,4118,101,Dirección Superior
2016,4118,102,Apoyo Administrativo y Financiero
2016,4118,201,Oficinas Centrales
2016,4118,202,Oficinas Regionales
2016,4119,0,"Linea Trabajo N/A, Inst."
2016,4119,101,Elaboración de Estrategias y Política Energética
2016,4120,0,"Linea Trabajo N/A, Inst."
2016,4120,101,Dirección y Administración
2016,4120,201,Desarrollo de Normas Técnicas
2016,4120,202,Desarrollo de Procesos de Acreditación
2016,4120,203,"Desarrollo de la Metrología Científica, Industrial y Legal"
2016,4120,204,Desarrollo y Coordinación de la Reglamentación Técnica
2016,4121,0,"Linea Trabajo N/A, Inst."
2016,4121,101,Dirección y Administración
2016,4121,102,Fomento y Asistencia Técnica
2016,4121,103,Vigilancia y Fiscalización
2016,4154,0,"Linea Trabajo N/A, Inst."
2016,4154,101,Dirección Administrativa
2016,4154,102,Areas STAFF
2016,4154,201,Desarrollo Económico Local
2016,4154,202,Servicios Empresariales
2016,4154,203,Empresarialidad Femenina
2016,4154,204,Emprendimientos
2016,4154,205,Desarrollo Artesanal
2016,4154,206,Igualdad Sustantiva y Autonomía Economica de las Mujeres
2016,4200,0,"Linea Trabajo N/A, Inst."
2016,4200,101,Dirección Superior
2016,4200,102,Administración General Institucional
2016,4200,201,Información Estadística Agropecuaria
2016,4200,202,Abastecimiento y Seguridad Alimentaria
2016,4200,301,Sanidad Vegetal
2016,4200,401,Desarrollo Forestal y Sistemas de Riego
2016,4200,501,Desarrollo de la Pesca y la Acuicultura
2016,4200,502,Fomento al Desarrollo de la Acuicultura Familiar en Municipios de Pobreza en El Salvador
2016,4200,601,Instituto Salvadoreño de Transformación Agraria
2016,4200,602,Centro Nacional de Tecnología Agropecuaria y Forestal
2016,4200,603,"Escuela Nacional de Agricultura ""Roberto Quiñónez"""
2016,4200,604,Consejo Salvadoreño del Café
2016,4200,701,Gestión del Desarrollo Rural
2016,4200,702,Programa de Competitividad Territorial Rural (Amanacer Rural)
2016,4200,703,Proyecto de Desarrollo y Modernización Rural para las Regiones Central y Paracentral (PRODEMOR Central)Ampliación
2016,4200,704,Proyecto de Desarrollo y Modernización Rural para la Región Oriental (PRODEMORO)
2016,4200,801,"Fomento, Sanidad y Desarrollo Ganadero"
2016,4200,901,Ciudad Mujer
2016,4200,1001,Desarrollo de la Agricultura Familiar en Territorios de Progreso
2016,4200,1002,Fortalecimiento de la Inversión en Territorios de Progreso
2016,4200,1003,Cumplimiento de Sentencia: Caso El Mozote y Lugares Aledaños
2016,4200,1101,Encadenamiento Productivo
2016,4200,1102,Innovación Agropecuaria
2016,4200,1103,Seguridad Alimentaria y Nutricional
2016,4200,1201,Subsidios Varios
2016,4200,5101,Desarrollo de la Producción y de la Infraestructura Agrícola
2016,4200,8101,"Inocuidad, Sanidad Vegetal y Animal"
2016,4200,8201,"Desarrollo Forestal, Cuencas y Riego"
2016,4200,8301,Programa Nacional del Bambú
2016,4200,8401,Desarrollo de la Pesca y la Acuicultura
2016,4200,8501,Comunicaciones
2016,4201,0,"Linea Trabajo N/A, Inst."
2016,4201,101,Dirección Superior y Apoyo Administrativo Financiero
2016,4201,201,Transferencia de Tierras y Seguridad Jurídica
2016,4202,0,"Linea Trabajo N/A, Inst."
2016,4202,101,Dirección Superior
2016,4202,102,Administración y Finanzas
2016,4202,201,Investigación Tecnológica
2016,4202,202,Tecnología de Semilla
2016,4202,203,Transferencia Tecnológica
2016,4202,6101,Apoyo al Desrrollo de la ciencia y Tecnología
2016,4203,0,"Linea Trabajo N/A, Inst."
2016,4203,101,Administración Superior
2016,4203,201,Enseñanza Agropecuaria
2016,4203,202,Estudios e Investigación
2016,4203,203,Proyección Social
2016,4206,0,"Linea Trabajo N/A, Inst."
2016,4206,101,Dirección y Administración
2016,4206,102,Estudios Económicos y Estadísticas Cafetaleras
2016,4206,103,Planificación
2016,4206,201,Servicios de Exportación
2016,4206,202,Control de Calidad
2016,4206,203,Promoción y Escuela de Café
2016,4300,0,"Linea Trabajo N/A, Inst."
2016,4300,101,Dirección y Administración
2016,4300,201,Gestión de la Inversión
2016,4300,202,Atención de Infraestructura Socio-Económica y Riesgo
2016,4300,203,Inversión en Infraestructura
2016,4300,204,Programa de Conectividad Rural
2016,4300,301,Promoción y Desarrollo Habitacional
2016,4300,302,Ordenamiento del Desarrollo Urbano
2016,4300,303,Dotación de Viviendas a Nivel Nacional
2016,4300,401,Registro y Regulacion del Transporte
2016,4300,501,Fondo de Conservación Vial
2016,4300,502,Administración Nacional de Acueductos y Alcantarillados
2016,4300,503,Fondo para la Atencíón a las Victimas de Accidentes de Tránsito
2016,4300,601,Instituto de Legalización de la Propiedad
2016,4300,701,Transporte del Futuro para el Área Metropolitana de San Salvador: Sistema Integrado de Transporte del Área Metropolitana de S
2016,4300,801,Cumplimiento de la Sentencia El Mozote y lugares aledaños
2016,4300,901,Subsidios Varios - Viceministerio de Obras Públicas
2016,4300,1001,Subsidios Varios - Viceministerio de Vivienda y Desarrollo Urbano
2016,4300,5101,Inversión en Infraestructura Vial
2016,4300,5102,Inversión en Obras de Mitigación
2016,4300,8101,Fondo de Actividades Especiales (FAE)
2016,4301,0,"Linea Trabajo N/A, Inst."
2016,4301,101,Dirección Superior
2016,4301,102,Administración Institucional
2016,4301,201,Intereses
2016,4301,301,Gestión Central de los Servicios de Agua Potable y Saneamiento
2016,4301,302,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Metropolitana"
2016,4301,303,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Occidental"
2016,4301,304,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Central"
2016,4301,305,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Oriental"
2016,4301,401,"Gestión Central de la Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales"
2016,4301,402,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Metropolitana"
2016,4301,403,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Occidental"
2016,4301,404,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Central"
2016,4301,405,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Oriental"
2016,4301,501,Estudios de Preinversión
2016,4301,502,Gestión de la Inversión
2016,4301,503,"Desarrollo de la Infraestructura, Administración Central"
2016,4301,601,Rehabilitación y Reconstrucción de Sistemas de Acueductos y Alcantarillados
2016,4301,701,Programa Presidencial Territorios de Progreso
2016,4301,801,Subsidios Varios
2016,4301,5101,Desarrollo de Obras de Infraestructura Hidráulica
2016,4304,0,"Linea Trabajo N/A, Inst."
2016,4304,101,Dirección y Administración General
2016,4304,102,Seguridad de Vuelo
2016,4304,103,Navegación Aérea
2016,4305,0,"Linea Trabajo N/A, Inst."
2016,4305,101,Presidencia
2016,4305,102,Dirección Ejecutiva
2016,4305,103,Unidad Administrativa
2016,4305,104,Unidad de Desarrollo Institucional
2016,4305,105,Auditoria Interna
2016,4305,106,Unidad de Tecnología de Información
2016,4305,107,Unidad de Adquisiciones y Contrataciones Institucional
2016,4305,108,Oficialía de Cumplimiento
2016,4305,109,Unidad de Comunicaciones
2016,4305,110,Unidad Financiera Institucional
2016,4305,111,Unidad Jurídica
2016,4305,112,Unidad de Contabilidad
2016,4305,113,Unidad de Tesorería
2016,4305,114,Unidad de Presupuesto
2016,4305,115,Unidad de Contribuciones y Gestión Social
2016,4305,116,Unidad de Comercialización de Proyectos Habitacionales
2016,4305,117,Unidad de Operaciones y Proyectos de Reconstrucción
2016,4305,118,Administración de la Cartera Pasiva
2016,4305,119,Unidad de Género
2016,4305,120,Unidad Ambiental
2016,4305,121,Unidad de Acceso a la Información Pública
2016,4305,201,Gerencia de Créditos
2016,4305,202,Unidad de Operaciones de Préstamos
2016,4305,203,Unidad de Riesgos
2016,4305,301,Servicio de la Deuda
2016,4305,302,Intereses de Depósitos en Garantía
2016,4305,303,Amortización de la emisión de títulos valores
2016,4305,401,Colocación de Préstamos
2016,4305,402,Inversiones Financieras
2016,4305,403,Inversión en Bienes Informáticos
2016,4305,404,Proyectos de Inversión Institucionales
2016,4305,406,"Proyecto Urbanización Nuevo Belén, San Miguel"
2016,4305,408,"Proyecto Urbanización Santa Lucía, Santa Ana (Proyecto 5085)"
2016,4305,409,"Proyecto Urbanización Procavia, Santa Ana (Proyecto 5192)"
2016,4305,413,"Proyecto Urbanización Los Almendros, San Martín (Proyecto 5503)"
2016,4305,501,Gerencia de Inclusión Social
2016,4305,502,Unidad de Gestión de Activos del Fondo Especial
2016,4305,503,Reconocimiento a FONAVIPO
2016,4305,504,Subsidios para familias Cárcava La Campanera
2016,4305,505,Subsidios-Desembolsos Contribuciones
2016,4305,506,Inversiones Financieras
2016,4305,507,Inversión para Realización de Activos del FE (Proyecto 60005)
2016,4305,508,"Proyecto La Victoria, Apopa, San Salvador (Proyecto 5245)"
2016,4305,509,Subsidios Convenio Cárcava Llano Verde
2016,4305,510,"Proyecto Nuevo Verapaz, San Vicente (Proyecto 5370)"
2016,4305,511,"Proyecto Dos Quebradas, San Vicente (Proyecto 5371)"
2016,4305,512,"Proyecto Villas de San Pedro, San Pedro Masahuat, La Paz (Proyecto 5372)"
2016,4305,514,Subsidios Convenio Las Cañas
2016,4305,516,Inversión para la creación de cartera por Venta a plazos
2016,4305,517,"Subsidios para familias afectadas por la Cárcava de la Urbanización Jardines del Pepeto II, Soyapango"
2016,4305,518,"Subsidios para familias afectadas por el terremoto del 13 de enero de 2001 en las Colinas, Santa Tecla"
2016,4305,519,"Proyecto Módulos Sanitarios Vista al Volcán, Guadalupe, San Vicente (Proyecto 6579)"
2016,4305,520,LEGALIZACION DE COMUNIDADES ASENTADAS EN TERRENOS DE FONAVIPO (D.L.181 DEL 12-11-15)
2016,4305,521,SUBSIDIOS MODALIDADES TEMPORALES (D.L.181 DEL 12-11-15)
2016,4306,0,"Linea Trabajo N/A, Inst."
2016,4306,101,Dirección Superior
2016,4306,102,Administración y Finanzas
2016,4306,201,Mantenimiento Periódico Vial
2016,4306,202,Mantenimiento Rutinario Vial
2016,4306,203,Señalización y Seguridad Vial
2016,4306,204,Mantenimiento de Puentes y Obras de Paso
2016,4306,205,Mejoramiento de Caminos Rurales
2016,4306,206,Inversiones Adicionales al Mantenimiento
2016,4306,207,Programa de Fortalecimiento Para Microemp.de Conservación Vial
2016,4306,208,Programa de mtto. rutinario de VP a Nivel Nacional
2016,4306,301,Amortización de Endeudamiento-BCIE
2016,4306,302,Amortización de Endeudamiento-Titularización
2016,4306,401,Mantenimiento Periódico Vial
2016,4306,402,Mantenimiento Rutinario Vial
2016,4306,403,Señalización y Seguridad Vial
2016,4306,404,Mantenimiento de Puentes y Obras de Paso
2016,4306,405,Inversiones Adicionales al Mantenimiento
2016,4306,406,GASTOS ADMINISTRATIVOS DIVERSOS
2016,4306,501,Construcción y Equipamiento de Infraestructura
2016,4400,0,"Linea Trabajo N/A, Inst."
2016,4400,101,Dirección Superior
2016,4400,102,Administración General
