Año,Oficina,Nombre de la oficina,Nivel,Clasificador,2. Propuesto,3. Aprobado,4. Modificado,5. Devengado
2017,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,,22652937.0,23043001.0,22969033.25
2017,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,,8968879.0,9028331.0,8996465.06
2017,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,,14595915.0,14976804.67,14888186.93
2017,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,,6650440.0,6352679.0,6288070.42
2017,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,,5819020.0,5997656.03,5981535.65
2017,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,,3350330.0,3749117.0,3684874.78
2017,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,,3826860.0,3764824.0,3624996.7
2017,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,,3499755.0,3437163.0,3429964.06
2017,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,,3178770.0,3148096.0,3103821.34
2017,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,,3264705.0,3207637.0,3179490.3
2017,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,,3928540.0,3907396.0,3887129.14
2017,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,,3085965.0,2924204.0,2899746.79
2017,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,,4293935.0,4086030.0,4046590.79
2017,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,,4020215.0,3781424.0,3768947.72
2017,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,,3213285.0,3147843.0,3127979.03
2017,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,,3566705.0,3433393.0,3418056.42
2017,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,,3479455.0,3513130.0,3454804.53
2017,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,,2103865.0,2046423.0,2011970.39
2017,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,,2200000.0,2347050.0,2141618.92
2017,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,,12655885.0,13132460.56,12969986.96
2017,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,,503435.0,539980.0,534166.63
2017,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,,3220940.0,3280247.0,2439897.4
2017,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,,39825000.0,39825000.0,38419602.41
2017,3266,DIRECCION NACIONAL DE MEDICAMENTOS (DNM),Descentralizadas,,,6803545.0,6803545.0,6506561.33
2017,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,,13158302.0,13416916.0,13254047.76
2017,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,,47489100.0,48839100.0,36203510.39
2017,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,,915321540.0,915321540.0,831108965.79
2017,3304,FDO PROTEC LISIADOS Y DISCAP.A CONSEC.DELCONFLICTO ARMADO,Descentralizadas,,,47035140.0,51423837.61,51341680.44
2017,4100,RAMO DE ECONOMIA,Gobierno central,,,86748300.0,154500669.23,150093722.2
2017,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,,8710035.0,8710035.0,8127865.37
2017,4106,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA  (CEL),Descentralizadas,,,317573115.0,667883568.03,442673920.31
2017,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,,19833105.0,19833105.0,13196869.46
2017,4112,CORPORACION SALVADORE¥A DE INVERSIONES  (CORSAIN),Descentralizadas,,,11333730.0,11333730.0,7189776.31
2017,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,,59729930.0,59729930.0,46235190.09
2017,4115,FONDO DE INVERSION NAC. EN ELECTRICIDAD Y TELEFONIA (FINET),Descentralizadas,,,147065.0,46288051.0,45869672.83
2017,4116,CONSEJO SALV. DE LA AGROINDUSTRIA AZUCARERA (CONSAA),Descentralizadas,,,1324250.0,1324250.0,907626.78
2017,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,,2557540.0,2457540.0,2417302.0
2017,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,,5650840.0,5650840.0,5634936.25
2017,4119,Consejo Nacional de Energía,Descentralizadas,,,1468260.0,1468260.0,1411305.41
2017,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,,3091190.0,3091190.0,2030680.41
2017,4121,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,,1322055.0,1322055.0,1314221.31
2017,4133,CONSEJO DE VIGILANCIA LA PROF. CONTAD.PUBLICA Y AUD (CVPCPA),Descentralizadas,,,299865.0,322135.0,297748.21
2017,4154,COMISION NACIONAL DE LA MICRO Y PEQUEÑA EMPRESA (CONAMYPE),Descentralizadas,,,8691877.8,10844482.41,9435241.32
2017,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,,81833441.29,97570694.29,88674694.52
2017,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,,11523219.5,11523219.5,13273315.03
2017,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,,4869925.87,4954742.87,3971032.51
2017,4206,CONSEJO SALVADOREÑO DEL CAFE,Descentralizadas,,,1524475.0,1697373.0,1663694.82
2017,4207,FONDO DE EMERGENCIA PARA EL CAFE (FEC),Descentralizadas,,,1153434.0,1153434.0,229415.41
2017,4231,INSTITUTO SALVADORE¥O DE TRANSFORMACION AGRARIA (ISTA),Descentralizadas,,,11314109.41,11361902.41,12459499.88
2017,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,,276158292.85,335792943.0,290808439.78
2017,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,,191375750.0,296290151.07,160629599.97
2017,4302,FONDO SOCIAL PARA LA VIVIENDA (FSV),Descentralizadas,,,199319405.0,199319405.0,156618458.14
2017,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,,181333005.0,185609097.45,147763883.21
2017,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,,3435255.0,3435255.0,3144098.83
2017,4305,FONDO NACIONAL DE VIVIENDA POPULAR  (FONAVIPO),Descentralizadas,,,27915780.0,50223921.22,46304663.87
2017,4306,FONDO DE CONSERVACION VIAL (FOVIAL),Descentralizadas,,,165629965.0,201691392.24,107475761.46
2017,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,,3858300.0,3858300.0,3166957.8
2017,4308,FONDO PARA LA ATENCION A VICTIMAS DE ACCIDENTES DE TRANSITO,Descentralizadas,,,4405450.0,4405450.0,3481637.27
2017,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,,23507749.08,22335427.08,23961465.51
2017,4401,FONDO AMBIENTAL DE EL SALVADOR (FONAES),Descentralizadas,,,772800.0,2041020.3,1303569.01
2017,4600,RAMO DE TURISMO,Gobierno central,,,26775523.0,23603301.0,19789353.64
2017,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,,6120900.0,5236757.0,4826284.62
2017,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,,15864130.0,13591908.0,13489787.19
2017,5101,OBLIGACIONES Y TRANSFERENCIAS GENERALES DEL ESTADO,Descentralizadas,,,652741220.0,777325058.61,769376737.75
2017,5201,DIRECCION GENERAL DE CREDITO PUBLICO,Descentralizadas,,,914813675.0,972459095.0,969533243.0
2018,0100,ASAMBLEA LEGISLATIVA,Gobierno central,,,58300000.0,58300000.0,58240780.79
2018,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,,40899195.0,40899195.0,38043988.98
2018,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,,16657755.0,20161532.0,19721721.02
2018,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,,31156495.0,34660272.0,28118852.79
2018,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,,800995.0,800995.0,795184.79
2018,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,,127387117.0,126637122.0,123634211.88
2018,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,,12186195.0,13025345.0,12045008.78
2018,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,,5206155.0,5206155.0,5029989.67
2018,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,,4459320.0,4459320.0,4432732.52
2018,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,,2761566.0,2761566.0,2529474.98
2018,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,,1399565.0,1399565.0,1355913.07
2018,0700,RAMO DE HACIENDA,Gobierno central,,,2139410566.0,2030469345.0,2018199452.52
2018,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,,51653500.0,51653500.0,36333133.58
2018,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,,344928740.0,344928740.0,255196796.89
2018,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,,41904720.0,45805400.0,45730044.78
2018,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,,141172347.0,174738702.0,174712345.5
2018,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,,6504275.0,6504275.0,6254280.75
2018,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,,267655650.0,266686829.0,253731626.81
2018,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,,76192510.0,82339980.0,60282611.41
2018,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,,26953637.0,29045517.0,29036602.05
2018,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,,9475399.0,9775399.0,9556114.56
2018,2300,RAMO DE GOBERNACION,Gobierno central,,,38441219.0,40124109.0,38948415.93
2018,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,,356591095.0,357021850.0,354102670.4
2018,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,,416636925.0,500942272.0,483715871.67
2018,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,,10815521.0,11951871.0,11159105.44
2018,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,,4962782.0,5784587.0,5675164.04
2018,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,,658376.0,662576.0,587166.97
2018,3100,RAMO DE EDUCACION,Gobierno central,,,940427824.0,984738198.23,982438727.22
2018,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,,41706200.0,41706200.0,14307762.4
2018,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,,20212800.0,20212800.0,20049617.98
2018,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,,54485000.0,68029444.64,56412672.33
2018,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,,6443198.0,6443198.0,6410948.45
2018,3200,RAMO DE SALUD PUBLICA,Gobierno central,,,622435109.0,632332230.0,613219818.95
2018,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,,45394725.0,45389459.0,44591388.96
2018,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,,31121470.0,30294473.0,30084807.56
2018,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,,17513045.0,18734503.0,18684989.08
2018,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,,12368970.0,11289191.0,11262385.16
2018,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,,8695215.0,8790784.0,8727671.55
2018,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,,23582465.0,24374740.0,24080386.81
2018,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,,8377460.0,8369960.0,8355169.34
2018,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,,10552250.0,10917101.0,10872220.77
2018,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,,6138225.0,5877594.0,5538499.96
2018,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,,15864135.0,16246267.0,16095864.78
2018,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,,9536590.0,9205229.0,8965870.93
2018,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,,8918385.0,9402867.0,9322115.07
2018,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,,23653630.0,25071838.0,24953493.17
2018,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,,9385895.0,9829248.0,9741845.29
2018,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,,15396155.0,15476374.0,15372081.59
2018,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,,6893365.0,6565131.0,6491136.77
2018,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,,6231240.0,6150069.0,6117744.66
2018,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,,3952430.0,4451031.63,4391428.06
2018,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,,3964120.0,3830783.0,3758835.65
2018,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,,3638825.0,3669947.0,3663430.59
2018,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,,3337615.0,3294975.0,3284873.11
2018,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,,3451120.0,3414237.0,3395118.12
2018,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,,4091385.0,4166798.0,4149069.36
2018,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,,3199405.0,3269393.0,3242441.39
2018,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,,4476110.0,4396458.0,4383320.21
2018,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,,4197705.0,4013435.0,3976031.02
2018,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,,3335065.0,3307726.0,3295159.81
2018,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,,3744650.0,3739541.0,3731649.1
2018,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,,3623805.0,3514809.0,3490082.23
2018,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,,2207345.0,2150538.0,2132603.89
2018,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,,2247045.0,2328830.0,2257361.9
2018,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,,13428835.0,13678913.43,13411836.74
2018,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,,505130.0,508055.0,507914.72
2018,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,,3337790.0,3352190.0,2511855.45
2018,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,,43067075.0,43067075.0,42162655.57
2018,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,,14990805.0,14990805.0,14641096.75
2018,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,,49794170.0,55439107.0,42007354.13
2018,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,,951337915.0,951337915.0,187545891.58
2018,4100,RAMO DE ECONOMIA,Gobierno central,,,84332004.0,117487720.0,114657324.55
2018,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,,10074930.0,11039930.0,10597639.48
2018,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,,23500000.0,23500000.0,16470493.89
2018,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,,61333475.0,61333475.0,46109440.57
2018,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,,2561308.0,2561308.0,2534566.12
2018,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,,5670330.0,5670330.0,5656977.56
2018,4119,Consejo Nacional de Energía,Descentralizadas,,,1471376.0,1471376.0,1435683.08
2018,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,,2877798.0,2877798.0,1982288.57
2018,4121,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,,1329590.0,1329590.0,1313752.36
2018,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,,74184254.0,81355746.0,75235716.56
2018,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,,11182642.0,11895992.0,11321677.95
2018,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,,3133981.0,3355665.0,3350543.44
2018,4206,CONSEJO SALVADOREÑO DEL CAFE,Descentralizadas,,,1562721.0,1592721.0,1511881.22
2018,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,,277549396.0,299171712.0,280600516.77
2018,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,,272493970.0,277363635.57,195132337.9
2018,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,,3762160.0,3762160.0,3418269.92
2018,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,,4564700.0,4564700.0,3648678.76
2018,4308,FONDO PARA LA ATENCION A VICTIMAS DE ACCIDENTES DE TRANSITO,Descentralizadas,,,5223855.0,5223855.0,3576019.4
2018,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,,13361787.0,13361787.0,12532103.84
2018,4600,RAMO DE TURISMO,Gobierno central,,,27659465.0,27659465.0,21478108.21
2018,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,,6026335.0,6026335.0,5921909.6
2018,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,,13949290.0,13949290.0,13096240.53
2019,0100,ASAMBLEA LEGISLATIVA,Gobierno central,,,58300000.0,,
2019,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,43433920.0,43433920.0,,
2019,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,18270640.0,18270640.0,,
2019,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,19264545.0,19264545.0,,
2019,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,801270.0,801270.0,,
2019,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,104190983.0,104890983.0,,
2019,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,13058125.0,13058125.0,,
2019,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,5664860.0,6164860.0,,
2019,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,3156670.0,3156670.0,,
2019,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,2762066.0,2762066.0,,
2019,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,1899885.0,1899885.0,,
2019,0700,RAMO DE HACIENDA,Gobierno central,,3132530375.0,3098282642.0,,
2019,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,51653500.0,51653500.0,,
2019,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,259931560.0,259931560.0,,
2019,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,45010670.0,45010670.0,,
2019,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,145196252.0,145196252.0,,
2019,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,6505525.0,6505525.0,,
2019,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,285635365.0,285635365.0,,
2019,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,78430215.0,78430215.0,,
2019,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,29704377.0,29704377.0,,
2019,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,10187404.0,10187404.0,,
2019,2300,RAMO DE GOBERNACION,Gobierno central,,55683839.0,57385767.0,,
2019,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,385852720.0,385852720.0,,
2019,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,426643612.0,426643612.0,,
2019,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,11088291.0,11088291.0,,
2019,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,5163342.0,5163342.0,,
2019,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,658546.0,658546.0,,
2019,3100,RAMO DE EDUCACION,Gobierno central,,996343780.0,997158780.0,,
2019,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,29332300.0,29332300.0,,
2019,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,21242445.0,21242445.0,,
2019,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,57575885.0,57575885.0,,
2019,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,6545588.0,6545588.0,,
2019,3200,RAMO DE SALUD PUBLICA,Gobierno central,,662118531.0,668193531.0,,
2019,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,49594440.0,49594440.0,,
2019,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,36360275.0,36860275.0,,
2019,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,19066790.0,19066790.0,,
2019,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,14018465.0,14018465.0,,
2019,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,9395625.0,9395625.0,,
2019,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,27512220.0,27512220.0,,
2019,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,8858280.0,8858280.0,,
2019,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,11464405.0,11464405.0,,
2019,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,6403790.0,6403790.0,,
2019,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,17125595.0,17125595.0,,
2019,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,10156015.0,10156015.0,,
2019,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,9553470.0,9553470.0,,
2019,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,28560440.0,28560440.0,,
2019,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,10049185.0,10049185.0,,
2019,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,16637990.0,16637990.0,,
2019,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,7113450.0,7113450.0,,
2019,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,6563065.0,6563065.0,,
2019,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,4204125.0,4204125.0,,
2019,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,4112270.0,4112270.0,,
2019,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,3853135.0,3853135.0,,
2019,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,3496230.0,3496230.0,,
2019,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,3657225.0,3657225.0,,
2019,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,4317920.0,4317920.0,,
2019,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,3444005.0,3444005.0,,
2019,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,4738265.0,4738265.0,,
2019,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,4364850.0,4364850.0,,
