Institución,Tipo/Código del proceso,Nombre del proceso,Resultado,Monto,Fecha Resultado
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200047,SERVICIOS DE AROMATIZACION MENSUAL Y SERVICIO DE DESODORIZACION MENSUAL.,Adjudicada,"$2,088.24",13/03/2020
Policía Nacional Civil (PNC),Libre gestión 20200040,"95, 000 MASCARILLAS TIPO N-95. Ofertar conforma a Especificaciones Técnicas en documento adjunto. Agregar a oferta Ficha Técnica y detalle de caducidad de producto.  FECHA Y HORA LÍMITE PARA PRESENTAR OFERTA: Martes 10 de Marzo de 2020 hasta las 12:00 del mediodía.",Adjudicada,,13/03/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200085,SERVICIO DE PUBLICACIÓN,Adjudicada,$127.13,13/03/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200058,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE FLOTA VEHICULAR,Adjudicada,"$15,000.00",13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Fondo de Conservación Vial (FOVIAL),Libre gestión 20200065,ADQUISICIÓN DE 1 EQUIPO DE VIDEOCONFERENCIA,Adjudicada,"$1,615.00",13/03/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200079,SUMINISTRO DE MATERIALES ELÉCTRICOS,Adjudicada,"$2,375.25",13/03/2020
Presidencia de la República,Libre gestión 20200030,SUMINISTRO DE DISCO DURO PORTÁTIL Y COMPUTADORA LAPTOP,Adjudicada,"$1,613.19",13/03/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200084,Compra de guantes de nitrilo para el personal del MTPS,Adjudicada,$119.70,13/03/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200083,Compra de respiradores para el personal del MTPS,Adjudicada,"$2,535.59",13/03/2020
Lotería Nacional de Beneficencia (LNB),Libre gestión 20200043,LG No.77/2020PUBLICACION EN MEDIO ESCRITO DE AVISO DE RESULTADOS DE LICITACION,Adjudicada,$135.60,13/03/2020
Superintendencia del Sistema Financiero,Libre gestión 20200043,"ADQUISICIÓN DE CARTUCHOS DE TINTA Y TÓNER PARA IMPRESORAS, CINTA PARA RELOJ MARCADOR, CINTA PARA MÁQUINA DE ESCRIBIR, PELÍCULA PARA FAX Y CINTA PARA IMPRESORA DE TICKET",Adjudicada,"$2,801.10",13/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200135,"SERVICIO DE CONSULTORIA PARA JEFE DE AREA DE LA UNIDAD EJECUTORA, DEL PROGRAMA DE APOYO PRESUPUESTARIO DE LA UNION EUROPEA AL PLAN EL SALVADOR SEGURO(PESS), CONVENIO DE FINANCIACION LA/2017/40-134 ATRAVES DEL MJSP",Adjudicada,"$5,000.00",13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200076,MANTENIMIENTO PREVENTIVO PARA VEHÍCULO. P-554660,Adjudicada,$356.98,13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190216,"COMPRA DE EQUIPO PARA LA IMPLEMENTACION DEL BTV EN ARTES PLASTICAS PARA EL AÑO 2020 EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$2,300.00",13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200075,TRICLORO ISOCIANURICO. AMATITÁN.,Adjudicada,$155.00,13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200074,TRICLORO ISOCIANURICO. RANCHO COSTA DEL SOL.,Adjudicada,$155.00,13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200073,CALCULADORA Y CONTOMETRO DE 12 DIGITOS.,Adjudicada,$192.99,13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200072,COMPRA DE REPELENTE AUTÁN CREMA,Adjudicada,$342.72,13/03/2020
Banco Central de Reserva de El Salvador (BCR),Libre gestión 20200047,Servicios de Información de Aspirantes d empleo.,Adjudicada,"$2,693.92",13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200071,LLANTAS PARA VEHÍCULO PICK UP N-15045.,Adjudicada,$436.00,13/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200165,COMPRA DE CARÁCTER URGENTE DE TRES CAJAS DE MASCARILLA DE 50 CADA UNA,Adjudicada,$29.97,13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200070,ATAÚD DE LÁMINA SIN VIDRIO.,Adjudicada,$160.00,13/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200134,ADQUISICION DE UNIFORMES PARA PERSONAL DE SEGURIDAD DE LA DIRECCION DE LOGISTICA DEL MINISTERIO DE JUSTICIA Y SEGURIDAD PÚBLICA,Adjudicada,"$4,200.00",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190206,"COMPRA DE RECIPIENTES SEPARADORES DE RESIDUOS PARA LA ECOESTACIÓN PARA EL DESARROLLO DE ACTIVIDADES PARA LA GESTION AMBIENTAL EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$2,223.76",13/03/2020
Procuraduría para la Defensa de los Derechos Humanos (PDDH),Libre gestión 20200056,"L.G. 48 VALES DE SUPERMERCADO PARA EL PERSONAL DE LA PDDH, PARA LOS MESES DE FEBRERO, ABRIL, JUNIO, AGOSTO, OCTUBRE Y DICIEMBRE DE 2020",Adjudicada,"$72,900.00",13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200069,SERVICIO DE SELLAMIENTO DE ATAÚD HERMÉTICO.,Adjudicada,$120.00,13/03/2020
Ministerio del Medio Ambiente y Recursos Naturales (MARN),Libre gestión 20200061,SERVICIO DE ATENCIONES OFICIALES PARA PERSONAL QUE PARTICIPAR EN LA REUNIÓN DEL COMITE TÉCNICO NACIONAL DE DALBERGIA,Adjudicada,$180.80,13/03/2020
Municipalidad de San Salvador,Libre gestión 20200045,"SE REQUIEREN 173 PARES DE MEDIA BOTA DE AMARRAR CON CUBO(VER ARCHIVO ANEXO) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv",Adjudicada,"$8,477.00",13/03/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200181,"216 unidad luminaria led tipo cobra de 150 watts , 100 - 240 vac, ul. Especificaciones: incluye brazo de montaje a poste y fotocelda., 800 unidad foco led 9.5 watts100 a 240 vca, 60hz base e27 . Especificaciones: .",Adjudicada,"$41,720.40",13/03/2020
"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGIA (MINEDUCYT)",Libre gestión 20200028,"ADQUISICION DE UN RELOJ BIOMETRICO PARA EL CONTROL DE ASISTENCIA DEL PERSONAL DE LA PLANTA DE ENSAMBLE Y SOPORTE TECNICO, ZACATECOLUCA.",Adjudicada,$508.50,13/03/2020
Centro Nacional de Registros (CNR),Libre gestión 20200046,GUANTES DE LATEX,Adjudicada,$651.16,13/03/2020
Procuraduría para la Defensa de los Derechos Humanos (PDDH),Libre gestión 20200076,"L.G. 55 ELABORACIÓN DE CAMISAS COLOR BLANCO Y BANNER, PARA LA CONMEMORACIÓN DEL DÍA INTERNACIONAL DE LA MUJER, EL 8 DE MARZO DE 2020",Adjudicada,"$2,005.40",13/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200145,"ADQUISICIÓN DE MATERIALES Y ACCESORIOS ELECTRICOS PARA CONSTRUCCIÓN DE RED ELECTRICA, TOMAS A UPS/AC-120V Y EQUIPOS DE AIRE NUEVOS",Adjudicada,$242.82,13/03/2020
Fondo de Inversión Social para el Desarrollo Local (FISDL),Libre gestión 20200030,"LIBRE GESTIÓN No. LG-19/2020-FISDL ¿SUSCRIPCIÓN DE PERIÓDICO ANUAL 2020, EN DIARIO EL MUNDO¿.",Adjudicada,$175.00,13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de Soyapango,Libre gestión 20200082,COMPRA DE ACEITE PARA GARANTIZAR LA FUNCIONALIDAD DE TODA LA FLOTA DE VEHÍCULOS,Adjudicada,"$4,542.60",13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200068,CORTINA DUALES-,Adjudicada,"$1,011.95",13/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200157,"30 Sillas ejecutivs con respaldo alto, en malla, color negro con apoya cabeza, asiento en tela color negro, ajuste de altura, base tipo estrella de 5 rodos, estructura metálica, capacidad 225 libras. Anexo archivo.",Adjudicada,"$4,380.00",13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200067,FILTRO PARA MANTENIMIENTO PICK UP N-6135,Adjudicada,$28.98,13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200066,HULES DE HOJAS DE RESORTES. PICK UP NISSAN N-6136.,Adjudicada,$12.43,13/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200065,PASTILLAS DE FRENOS DELANTERAS. PICK UP N-2452,Adjudicada,$26.56,13/03/2020
Organismo Promotor de Exportaciones e Inversiones de El Salvador (PROESA),Libre gestión 20200001,"SERVICIOS DE CONSULTORÍA PARA LA EVALUACIÓN DEL DISEÑO ESTRUCTURAL A NIVEL DE ANTEPROYECTO, REVISIÓN ARQUITECTONICA Y DE NORMATIVA Y ELABORACIÓN DEL PRESUPUESTO PARA LA CONSTRUCCIÓN DEL EDIFICIO PARA PARQUEOS ENEL CENTRO DE GOBIERNO DE SAN SALVADOR.",Adjudicada,"$15,820.00",13/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200114,"SERVICIO DE DESCONEXIÓN, DESMONTAJE Y TRASLADO DE SUBESTACIÓN DE 100KVA INSTALADO EN EX LOCAL DE AGENCIA USULUTAN",Adjudicada,$690.00,13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190201,"SERVICIO DE ALIMENTACION PARA LA VALIDACION DE LA POLITICA INSTITUCIONAL DE GESTION AMBIENTAL (PIGA) EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$70.00,13/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200107,"Consultoría para Personas Naturales para la emisión de opiniones o recomendaciones para los funcionarios Públicos sobre temas de Responsabilidad Civil de la Administración Pública, representación y asistencia técnica jurídica en negociaciones con agentes potencialmente riesgosos institucionales, y soporte jurídico especializado en indemnizaciones por daños y perjuicios",Adjudicada,"$28,250.00",13/03/2020
Municipalidad de Santa Isabel Ishuatán,Libre gestión 20200032,LIMPIEZA Y AFORO DEL PROYECTO MANTENIMIENTO DE POZOS DE ABASTECIMIENTO DE AGUA POTABLE EN EL MUNICIPIO DE SANTA ISABEL ISHUATAN,Adjudicada,"$4,600.00",13/03/2020
Centro Nacional de Registros (CNR),Libre gestión 20200049,COLECTOR DE DATOS,Adjudicada,"$4,600.00",13/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200115,"SERVICIO PARA DESINSTALACIÓN DE PLANTA ELECTRICA UBICADA EN AGENCIA USULUTAN E INSTALACION DE PLANTA EN BODEGA SAN MARCOS, SAN SALVADOR.",Adjudicada,"$2,350.00",13/03/2020
Municipalidad de Cuisnahuat,Libre gestión 20200006,CONTRATACION DE SERVICIOS PROFESIONALES DE FORMULACION DE CARPETA TECNICA,Adjudicada,"$2,190.48",13/03/2020
Organismo Promotor de Exportaciones e Inversiones de El Salvador (PROESA),Libre gestión 20200009,Servicio de Telecomunicaciones para el Organismo Promotor de Exportaciones de El Salvador,Adjudicada,"$20,377.06",13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de San Salvador,Libre gestión 20200023,"SE REQUIERE: 825 GALONES DE GASOLINA REGULAR Y 1925 GALONES DE DIESEL,(VER ARCHIVO ANEXO) enviar cotizaciones para: Administración General de Cementerios del Municipio de San Salvador, atención a: Patricia de Ayala, correo: mpruiz@sansalvador.gob.sv.",Adjudicada,"$8,263.75",13/03/2020
Municipalidad de Cuisnahuat,Libre gestión 20200005,CONTRATACION DE SERVICIOS PROFESIONALES DE FORMULACION DE CARPETA TECNICA,Adjudicada,"$2,190.48",13/03/2020
Superintendencia del Sistema Financiero,Libre gestión 20200076,"Inscripción a Curso práctico de la LACAP y la aplicación supletorio de la LPA, según términos de referencia anexos.",Adjudicada,"$1,500.00",13/03/2020
Municipalidad de Cuisnahuat,Libre gestión 20200007,CONTRATACION DE SERVICIOS PROFESIONALES DE FORMULACION DE CARPETA TECNICA,Adjudicada,"$2,190.48",13/03/2020
Municipalidad de San Salvador,Libre gestión 20200150,"SE REQUIERE: SUMINISTRO E INSTALACIÓN DE 2 EQUIPOS DE AIRE ACONDICIONADO, (VER ARCHIVO ANEXO CON ESPECIFICACIONES TÉCNICAS) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv.",Adjudicada,"$1,254.30",13/03/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200035,SUMINISTRO E INSTALACIÓN DE EQUIPOS DE AIRES ACONDICIONADOS TIPO MINISPLIT PARA ÁREA QUIMIOTERAPIA AMBULATORIA DEL HOSPITAL DE ONCOLOGÍA.,Adjudicada,"$15,281.20",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190196,"SERVICIO DE ALIMENTACION PARA LA JURAMENTACION DEL COMITÉ DE GESTION AMBIENTALEN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$250.00,13/03/2020
Centro Nacional de Registros (CNR),Libre gestión 20200016,SOPLADOR DE MOCHILA,Adjudicada,$699.00,13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190195,"SERVICIO DE ALIMENTACION PARA LA UNIDAD AMBIENTAL EN CUMPLIMIENTO CON LA NORMATIVA AMBIENTAL VIGENTE TIENE PLANIFICADO REALIZAR LA VALIDACIÓN DE LA POLÍTICA INSTITUCIONAL DE GESTIÓN AMBIENTAL (PIGA) EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$112.50,13/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20190413,"Servicios para enlaces de datos, Internet y fibra óptica, para para el Ministerio de Hacienda Según Terminos de Referencia, detallados en anexo.",Adjudicada,"$47,208.60",13/03/2020
Centro Nacional de Registros (CNR),Libre gestión 20200056,SERVICIO DE ASPIRADO Y LIMPIEZA DE LIBROS,Adjudicada,$900.00,13/03/2020
Centro Nacional de Registros (CNR),Libre gestión 20200044,RENOVACION DE MATRICULA DE EMPRESA; ASIENTOS DE MATRICULA; PAPEL SEGUIRDAD; BOLETAS DE PRESENTACION EN FORMA CONTINUA.,Adjudicada,"$4,858.10",13/03/2020
Consejo Nacional de la Judicatura,Libre gestión LG-0236-2020,ADQUISICION DE MEDICAMENTOS Y MATERIALES DE USO MEDICO PARA LA UNIDAD DE EVALUACION EN PROCESO EVALUATIVO AÑO 2020,Formalizado,$37.12,13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190194,"SERVICIO DE ALIMENTACION PARA LA FORMACIÓN A DOCENTES DE LOS BACHILLERATOS TÉCNICOS VOCACIONAL EN EXPRESIONES ARTÍSTICAS EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$210.00,13/03/2020
Centro Nacional de Registros (CNR),Libre gestión 20200051,Pads para firma electronica,Adjudicada,"$4,864.00",13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
"Hospital Nacional ""Santa Gertrudis"", San Vicente",Libre gestión 20200030,PRODUCTOS DE LIMPIEZA PAPEL HIGIENICO Y PAPEL TOALLA CON DISPENSADOR,Adjudicada,"$8,509.50",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190191,"ADECUACIONES EN AULA DEL INSTITUTO NACIONAL HUMBOLDT DE AHUACHAPAN PARA LA IMPLEMENTACION DEL BTV EN DANZA PARA EL AÑO 2020 EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$7,607.19",13/03/2020
Consejo Nacional de Energía,Libre gestión LG-0147-2020,Servicio de mudanza a nuevas instalaciones del CNE,Adjudicado,"$1,190.00",13/03/2020
Municipalidad de San Antonio Del Monte,Libre gestión 20200184,POR COMPRA DE 30 REFRIGERIOS PARA EVENTO DE DE INAUGURACIÓN DEL TORNEO COMUNITARIO EN COLONIA EL CARMEN DE ESTE MUNICIPIO,Adjudicada,$18.00,13/03/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200053,SUMINISTRO DE PAPEL HIGIÉNICO PARA DEPENDENCIAS DEL ISSS,Adjudicada,"$12,026.24",13/03/2020
"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGIA (MINEDUCYT)",Libre gestión 20200022,SERVICIO DE ARRENDAMIENTO DE EQUIPO DE IMPRESIÓN PARA LAS OFICINAS DEL CONACYT.,Adjudicada,"$2,040.00",13/03/2020
Ministerio de Vivienda,Libre gestión 20200008,SUMINISTRO DE COMPROBANTES DE RETENCIÓN Y DE QUEDAN,Adjudicada,$185.00,13/03/2020
"Escuela Nacional de Agricultura ""Roberto Quiñónez"" (ENA)",Libre gestión 20200054,"Escobas plásticas, recogedoras plásticas bowl de acero",Adjudicada,$70.41,13/03/2020
"Escuela Nacional de Agricultura ""Roberto Quiñónez"" (ENA)",Libre gestión 20200057,"Carretilla con ruedas de huele solida de 4 pies cúbicos /80 lt de agua, rueda de hule 14 X 13 pulgadas.",Adjudicada,$149.40,13/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200150,"ADQUISICIÓN DE UNIFORMES PARA EL PERSONAL DE SEGURIDAD DE ESTA SEDE, SEGÚN ESPECIFICACIONES EN ADJUNTO.",Adjudicada,"$1,702.40",13/03/2020
"Escuela Nacional de Agricultura ""Roberto Quiñónez"" (ENA)",Libre gestión 20200052,Servicio de reparación de una sorvetera de chorro,Adjudicada,"$1,097.51",13/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200148,"ADQUISICIÓN DE MATERIAL DE LIMPIEZA, SEGÚN DETALLE EN ADJUNTO.",Adjudicada,$203.36,13/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200159,"SERVICIO DE ALIMENTACIÓN, SEGÚN DETALLE EN ADJUNTO.",Adjudicada,$398.75,13/03/2020
Municipalidad de Aguilares,Libre gestión 20200030,SUMINISTRO DE PRODUCTOS DE LIBRERIA,Adjudicada,$479.10,13/03/2020
Unidad Técnica Ejecutiva del Sector Justicia (UTE),Libre gestión 20200030,COMPRA DE DISPENSADORES ACRILICOS Y ALCOHOL GEL,Adjudicada,$900.00,13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Consejo Nacional de Energía,Libre gestión LG-0144-2020,"Servicio para instalación de equipo de aire acondicionado de 60,000 BTU",Declarada Desierta,,13/03/2020
Corte Suprema de Justicia (CSJ),Libre gestión 20200057,"SUMINISTRO DE PRODUCTOS DE FERRETERIA, ADHESIVOS Y LUBRICANTES I, PARA EL ÓRGANO JUDICIAL. Ver detalles en documento adjunto.",Adjudicada,"$5,922.68",13/03/2020
Ministerio de Economía (MINEC),Libre gestión 20200079,PRODUCTOS DE PAPEL (VER SOLIC. DE COTIZ. EN LISTADO ADJUNTO),Adjudicada,"$2,976.34",13/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200162,"COMPRA DE CANAL DE AMARRE, 9 POSTES METÁLICOS 2 1/2X10; 200 TORNILLOS DE 1"", 3 PLIEGOS DE LIJA DE AGUA 5 TABLAS ROCAS DE 4X8PIES PARA CONSTRUCCIÓN DE DE PARED Y MODIFICACION DE CUBÍCULO DEN CLÍNICA EMPRESARIAL",Adjudicada,$62.92,13/03/2020
Corte Suprema de Justicia (CSJ),Libre gestión 20200048,"SUMINISTRO DE 480 BOLLOS DE HILO CRUDO PARA COSER EXPEDIENTES, PARA EL ORGANO JUDICIAL, AÑO 2020. Ver detalles en documento adjunto.",Adjudicada,"$1,651.20",13/03/2020
Ministerio de Economía (MINEC),Libre gestión 20200050,SERVICIO DE ALIMENTACION PARA CAPACITACION DE PERSONAL DE LA SEGUNDA ENCUESTA NAC. DE SALUD . ( VER SOLIC. COTIZ. Y TERM. DE REF. EN ARCHIVOS ADJUNTOS),Adjudicada,"$44,016.00",13/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200161,SERVICIO DE CONSTRUCCIÓN DE PARED DE TABLA ROCA Y MODIFICACIÓN DE CUBÍCULOS POR EMERGENCIA,Adjudicada,$112.00,13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200028,¿SUMINISTROS DE ACCESORIOS OFICINA Y SOBRES DE PAPEL KRAFT,Adjudicada,"$3,388.17",13/03/2020
Corte Suprema de Justicia (CSJ),Libre gestión 20200036,SUMINISTRO DE COLCHONETAS PARA PERSONAL DE SEGURIDAD. Ver detalles en documento adjunto.,Adjudicada,"$9,885.00",13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200029,¿SUMINISTRO DE TAPON DE CIERRE ¿,Adjudicada,$660.00,13/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200160,COMPRA DE 2 GALONES DE DIÉSEL PARA VEHÍCULOS N-4453,Adjudicada,$5.06,13/03/2020
Unidad Técnica Ejecutiva del Sector Justicia (UTE),Libre gestión 20200029,COMPRA DE CUPONES DE COMBUSTIBLE,Adjudicada,"$2,695.12",13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200027,SUMINISTRO E INSTALACION DE MOTOR BOMBA HORIZONTAL PARA ABASTECIMIENTO DE CISTERNA,Adjudicada,"$2,429.50",13/03/2020
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),Libre gestión 20200055,SUMINISTRO DE INSUMOS Y EQUIPO DE PROTECCION PARA PERSONAL DE INPEP PARA PLAN CONTINGENCIA POR CORONAVIRUS.,Adjudicada,"$3,573.05",13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200043,SUMINISTRO DE PAN FRANCES CONSUMO ENERO,Adjudicada,$520.50,13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Universidad Católica de El Salvador,Libre gestión 20190190,"ADECUACIONES UN AULA DEL COED JUCUAPA USULUTAN PARA LA IMPLEMENTACION DEL BTV EN DANZA PARA EL AÑO 2020 EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$7,694.91",13/03/2020
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),Libre gestión 20200074,SUMINISTRO E INSTALACIÓN DE ALFOMBRA PARA LA SIGET,Adjudicada,"$1,536.80",13/03/2020
"Hospital Nacional ""San Juan de Dios"", San Miguel",Libre gestión 20200132,"ROLLOS DE TIRRO AZUL PARA PINTAR, PASADOR METÁLICO 4"" BRICOMATADO",Adjudicada,$85.70,13/03/2020
Fondo para la Atención a las Victimas de Accidentes de Tránsito (FONAT),Libre gestión 20200005,SUMINISTRO DE REFRIGERIOS PARA EVENTOS DE CONASEVI,Adjudicada,"$8,932.60",13/03/2020
Municipalidad de Ciudad Barrios,Libre gestión 20200010,"ASFALTADO DE TRAMO DE CALLE EN COLONIA LA FUERTEZA, MUNICIPIO DE CIUDAD BARRIOS, DEPARTAMENTO DE SAN MIGUEL",Adjudicada,"$47,175.88",13/03/2020
"Hospital Nacional ""San Juan de Dios"", San Miguel",Libre gestión 20200098,MANTENIMIENTO Y REPARACIÓN DE TRAMO DE CALLE INTERNA DEL HOSPITAL.,Adjudicada,"$5,587.89",13/03/2020
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),Libre gestión 20200073,"ADQUISICION DE 2 LICENCIAS ADOBE ACROBAT PARA LA SIGET,",Adjudicada,$895.30,13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190184,"COMPRA DE MATERIALES PARA ARTES PLASTICAS PARA LAS JORNADAS DE FORMACIÓN DOCENTE EN EDUCACIÓN ARTÍSTICA EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$314.40,13/03/2020
Consejo Nacional de la Judicatura,Libre gestión 20200057,SERVICIO PROFESIONAL POR AUTENTICA.,Adjudicada,$78.00,13/03/2020
Ministerio del Medio Ambiente y Recursos Naturales (MARN),Libre gestión 20200053,SUMINISTRO DE MOBILIARIO DE OFICINA PARA EL MARN,Adjudicada,"$4,652.80",13/03/2020
"Hospital Nacional ""Nuestra Señora de Fátima"", Cojutepeque, Cuscatlán",Libre gestión 20200018,COMPRA DE PRODUCTOS QUIMICOS PARA LAVANDERIA,Adjudicada,"$14,962.50",13/03/2020
Ministerio de Economía (MINEC),Libre gestión 20200082,"PRODUCTO DESECHABLE, PAPEL Y SERVILLETAS( VER SOLIC. DE COTIZ. EN ARCHIVO ADJUNTO)",Adjudicada,"$3,938.82",13/03/2020
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),Libre gestión 20200014,"Libre Gestión N° LG-34/2020 ¿ADQUISICIÓN DE PAPEL BOND BASE 20, TAMAÑO CARTA Y OFICIO¿, para esta Superintendencia según Términos de Referencia que se adjunta:",Adjudicada,"$6,160.00",13/03/2020
Ministerio de Economía (MINEC),Libre gestión 20200053,"20 APARATOS TELEFONICOS IP, 20 LICENCIAS DE CONEXION A PLANTA TELEFONICA Y 1 SERVICIO DE INSTALACION Y CONFIGURACION DE LOS APARATOS. (VER SOLIC. DE COTIZ. Y ESPECIF. EN ARCHIVOS ADJUNTO)",Adjudicada,"$6,372.00",13/03/2020
Municipalidad de Ciudad Barrios,Libre gestión 20200009,"ASFALTADO DE TRAMO DE CALLE EN COLONIA GUTIERREZ, MUNICIPIO DE CIUDAD BARRIOS, DEPARTAMENTO DE SAN MIGUEL",Adjudicada,"$48,587.75",13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200008,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO Y SUMINISTRO DE REPUESTOS PARA LAVADORA,Adjudicada,$665.00,13/03/2020
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),Libre gestión 20200052,SERVICIO DE TRANSPORTE PARA PENSIONADOS DE INPEP MOVIL SANTA TECLA.,Adjudicada,$240.00,13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200012,SUMINISTRO DE ACCESORIOS PARA EQUIPO DE RECETOSCOPIO DE UROLOGIA,Adjudicada,"$4,750.00",13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200005,EQUIPO DE AIRE ACONDICIONADO TIPO MINISPLIT,Adjudicada,"$2,541.00",13/03/2020
