Institución,Código del proceso/Tipo,Nombre del proceso,Inscripción,Fecha de Convocatoria,Tipo Cotización
Fondo Social para la Vivienda (FSV),20200015  Libre gestión,SERVICIOS DE LAVADO Y LIMPIEZA DE VEHÍCULOS AUTOMOTORES PROPIEDAD DEL FSV,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200043  Libre gestión,"SE REQUIEREN 53 PARES DE BOTA DE HULE(VER ARCHIVO ANEXO) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv",No Vigente,20/01/2020,Presencial
Municipalidad de Metapán,20200014  Libre gestión,MATERIALES PETREOS: PARA EL PROYECTO 20002 REMODELACION DE CASA COMUNAL Y CONSTRUCCION DE SERVICIOS SANITARIOS EN MUNICIPIO DE METAPAN,No Vigente,20/01/2020,Presencial
Defensoría del Consumidor,20200009  Libre gestión,SUMINISTRO DE MATERIAL DE OFICINA PARA LA DEFENSORIA DEL CONSUMIDOR SEGÚN DETALLE ADJUNTO,No Vigente,20/01/2020,Presencial
Municipalidad de Ahuachapán,20200020  Libre gestión,Suministro de Repuestos y/o accesorios para reparación de vehículos.,No Vigente,20/01/2020,Presencial
Municipalidad de Ahuachapán,20200009  Libre gestión,Suministro de inyectores para D5K,No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200061  Libre gestión,MANTENIMIENTO DE VEHÍCULOS MUNICIPALES 2020,No Vigente,20/01/2020,Presencial
"Escuela Nacional de Agricultura ""Roberto Quiñónez"" (ENA)",20200007  Libre gestión,Servicio de fumigación en biblioteca,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200031  Libre gestión,TUBOS CON HEPARINA SODICA CAPACIDAD ( 3-4) MILILITROS DE SOLICITA,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Dr. Luis Edmundo Vásquez"", Chalatenango",20200005  Libre gestión,"MANTENIMIENTO DE RELOJ MARCADOR PARA EL HOSPITAL NAC. DR. LUIS E. VÀSQUEZ, CHALATENANGO",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200001  Libre gestión,ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS PARA PERSONAS,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200003  Libre gestión,S/Cotización 29/2020 - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE COMPRESORES DE GASES MEDICOS Y COMPRESORES DE VACIO,No Vigente,20/01/2020,Presencial
Fondo Social para la Vivienda (FSV),LP-04/2020  Licitación/Concurso,SERVICIOS DE SEGURIDAD PARA EL FSV,No Vigente,20/01/2020,Presencial
Municipalidad de Ahuachapán,20200033  Libre gestión,Suministro de repuestos y/o accesorios de ferreteria,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200015  Libre gestión,SERVICIO DE TRANSPORTE PARA PERSONAS PENSIONADAS DE LA OFICINA DEPARTAMENTAL DE USULUTÁN DEL INPEP,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200014  Libre gestión,SERVICIO DE TRANSPORTE PARA PERSONAS PENSIONADAS DE LA OFICINA DEPARTAMENTAL DE CABAÑAS DEL INPEP,No Vigente,20/01/2020,Presencial
Municipalidad de Tacuba,LP AMT-01/2020  Licitación/Concurso,"ELECTRIFICION EN DIFERENTES CASERIOS Y CANTONES DEL MUNICIPIO DE TACUBA, DEPARTAMENTO DE AHUACHAPAN.",No Vigente,20/01/2020,Presencial
Municipalidad de Yoloaiquín,LP 01/2020AMY  Licitación/Concurso,"COLOCACIÓN DE MEZCLA ASFÁLTICA DE CALLES URBANAS DEL MUNICIPIO DE YOLOAIQUIN, MORAZAN.",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Santa Teresa"", Zacatecoluca, La Paz",20200007  Libre gestión,PRODUCTOS QUIMICOS,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200011  Libre gestión,"CONTRATACIÓN DE LOS SERVICIOS DE LIMPIEZA GENERAL, REVISIÓN GENERAL Y CAMBIO DE COMPONENTES ELECTRÓNICOS DE LA CONSOLA AMPLIFICADA MARCA PEAVEY XR 684, ASIGNADO A LA GERENCIA DE COMUNICACIÓN INSTITUCIONAL DEL INSAFORP,",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Nuestra Señora de Fátima"", Cojutepeque, Cuscatlán",20200002  Libre gestión,COMPRA DE EQUIPO DE BOMBEO,No Vigente,20/01/2020,Presencial
Tribunal Supremo Electoral (TSE),20200001  Libre gestión,SERVICIO DE ALIMENTACION PARA REUNION DE ORGANISMO COLEGIADO,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño para el Desarrollo Integral de la Niñez y la Adolescencia (ISNA),20200010  Libre gestión,compra de 15 galones de alcohol gel,No Vigente,20/01/2020,Presencial
Unidad Técnica Ejecutiva del Sector Justicia (UTE),20200007  Libre gestión,ELABORACIÓN DE TRES SELLOS CIRCULARES TIPO AUTOMÁTICOS PARA USO DE TRES UNIDADES,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200018  Libre gestión,40-CORTES DE LONA CRUDA,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200010  Libre gestión,"SERVICIO DE CONTRATACIÓN DE UN PROFESIONAL PARA REVISIÓN DE MANUALES, DOCUMENTOS DE PROGRAMAS DE FORMACIÓN Y DISEÑO DE MATERIALES EDUCATIVOS PARA EL PROGRAMA DE FORMACIÓN HÁBIL TÉCNICO PERMANENTE.LOS SERVICIOS TENDRAN UNA DURACION DE HASTA 4 MESES CALENDARIO Y PODER EJECUTARSE ENTRE LOS MESES DE FEBRERO A MAYO DE 2020. SE REALIZARAN 4 PAGOS (UNO POR MES) CONTRA ENTREGA DE PRODUCTOS REQUERIDOS",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200008  Libre gestión,S/Cotización 19/2020 - Tinta y Master para Duplicadora,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Neumología y Medicina Familiar, ""Dr. José Antonio Saldaña"", San Salvador",20200002  Libre gestión,47 - PAR DE ZAPATILLAS DE CUERO PARA MUJER Y HOMBRE SOLIC. 002,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200024  Libre gestión,"1 camara . Especificaciones: c¿mara para video conferencia, conexi¿n usb e inalambrica.",No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200015  Libre gestión,6-BANDEJAS CON RODILLOS 4-MINI RODILLOS 4-BROCHAS,No Vigente,20/01/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200016  Libre gestión,SERVICIO DE ALIMENTACIÓN: 35 PAQUETES DE SEMINARIO SEGÚN DETALLE EN ADJUNTO.,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200007  Libre gestión,S/Cotización 24/2020 - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPO MEDICO DE FISIOTERAPIA,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", Santa Ana",20200002  Libre gestión,estante metalico tipo dexion de varias medidas,No Vigente,20/01/2020,Presencial
Municipalidad de Tonacatepeque,20200010  Libre gestión,SUMINISTRO DE INSUMOS DE LIMPIEZA Y CONSUMO. VER ARCHIVO ADJUNTO,No Vigente,20/01/2020,Presencial
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",20200004  Libre gestión,COMPRESAS DE GASA ESPONJA DE LAPARTOMIA 18 X 18.,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200009  Libre gestión,SERVICIO DE TRANSPORTE PARA PENSIONADOS DE CHALATENANGO,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200009  Libre gestión,"SERVICIO DE DIAGRAMACIÓN E IMPRESIÓN DE 200 DOCUMENTOS DE POLÍTICA DE IGUALDAD Y EQUIDAD DE GÉNERO PARA EL INSAFORP"",",No Vigente,20/01/2020,Presencial
"Hospital Nacional de Neumología y Medicina Familiar, ""Dr. José Antonio Saldaña"", San Salvador",20200003  Libre gestión,1-LISTADO DE MATERIAL PARA ESTERILIZACIÓN A VAPOR,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200003  Libre gestión,ADQUISICIÓN DE GAS PROPANO,No Vigente,20/01/2020,Presencial
Procuraduría para la Defensa de los Derechos Humanos (PDDH),20200025  Libre gestión,Libre Gestión 10/2020 Adquisición de cupones canjeables por combustible para vehículos automotores de la PDDH,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200006  Libre gestión,S/Cotización 28/2020 - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE INCUBADORAS Y CUNAS TERMICAS,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200004  Libre gestión,S/Cotización 27/2020 - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MAQUINAS DE ANESTESIA,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200005  Libre gestión,S/Cotización 20/2020 - Esponja para colchonetas,No Vigente,20/01/2020,Presencial
Municipalidad de Nombre de Jesús,20200004  Libre gestión,"Contratación de Servicios Profesionales de Supervisor para el proyecto Construcción de Muro de Retención en Cancha de futbol, cantón los Henriquez",No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Portuaria Autónoma (CEPA),DR-CAFTA-ADACA-UE CEPA-LA-12/2020  Licitación/Concurso,"SERVICIO DE ALIMENTACIÓN PARA PERSONAL DE TROPA DEL MINISTERIO DE LA DEFENSA NACIONAL QUE BRINDA APOYO A LA SEGURIDAD DEL AEROPUERTO INTERNACIONAL DE EL SALVADOR, SAN ÓSCAR ARNULFO ROMERO Y GALDÁMEZ Y PUERTO DE ACAJUTLA, PARA EL AÑO 2020",No Vigente,20/01/2020,Presencial
Municipalidad de Nueva Trinidad,20200005  Libre gestión,Servicios Profesionales para Supervisión Eléctrica,No Vigente,20/01/2020,Presencial
Procuraduría General de la República (PGR),20200011  Libre gestión,"OC#4. COMPRA DE MATERIALES DE FERRETERÍA,",No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200053  Libre gestión,COTIZACION DE SERVICIOS PROFESIONALES DE 2 JURADOS CALIFICADOR DE 3 COMPETENCIAS DE FREESTYLE QUE SERAN REALIZADAS EN LAS SIGUIENTES FECHAS: 08.02.2020 04.04.2020 16.05.2020 FAVOR MANDAR OFERTAS AL CORREO raul.imj23@gmail.com,No Vigente,20/01/2020,Presencial
Municipalidad de Mejicanos,20200006  Libre gestión,"COMPRA DE 35 COLCHONES, DE LA MEDIDA 1 X 1.90 MT, PARA USO DE AGENTES DEL CAM.",No Vigente,20/01/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200019  Libre gestión,Un tanque hidroneumatico 120 (62 gl.) FPS. Archivo anexo.,No Vigente,20/01/2020,Presencial
Unidad Técnica Ejecutiva del Sector Justicia (UTE),20200006  Libre gestión,ELABORACIÓN DE 110 HOJAS NUMERADAS DEL 1 AL 110 MAS 15 HOJAS DE RESERVA SIN NUMERAR PARA LIBRO DE ACTAS DE COMISIÓN COORDINADORA Y 45 HOJAS NUMERADAS DEL 1 AL 45 MAS 5 HOJAS DE RESERVA DE DIRECCIÓN GENERAL.,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200025  Libre gestión,2-REPARACIÓN DE BOTELLA HIDRÁULICA CAMBIOS DE SELLOS Y VEESET,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200057  Libre gestión,"COTIZACIÓN DE SERVICIOS PROFESIONALES DE 1 DJ PARA EL MANEJO DE PISTAS ADECUADAS PARA 3 COMPETENCIAS DE FREESTYLE, A REALIZARSE EN CENTRO CÍVICO CULTURAL LEGISLATIVO LOS DÍAS 08.02.2020 04.04.2020 16.05.2020 FAVOR MANDAR OFERTAS AL CORREO raul.imj23@gmail.com",No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200022  Libre gestión,2- BATERÍA DE PINES CON TUERCA DE 12 VOLTIOS 100 AMPERIOS,No Vigente,20/01/2020,Presencial
Municipalidad de Nueva Trinidad,20200007  Libre gestión,Servicios de Supervisión en Electricidad,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200019  Libre gestión,25-ESCOBAS METALICAS DE 21 DIENTES 25-ZUACHES DE 3 DIENTES CON CABO 15-PALS CUADRADAS MANGO LARGO 3-ESCOBAS PARA BARRENDEROS,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200049  Libre gestión,"COTIZACIÓN DE SERVICIOS PROFESIONALES DE 2 JURADOS CALIFICADOR DE 9 COMPETENCIAS DE FREESTYLE QUE SERÁN REALIZADAS EN LAS SIGUIENTES FECHAS: 01.02.2020 15.02.2020 22.02.2020 07.03.2020 21.03.2020 28.03.2020 11.04.2020 25.04.2020 02.05.2020 FAVOR MANDAR OFERTAS AL CORREO, raul.imj23@gmail.com",No Vigente,20/01/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200010  Libre gestión,SERVICIO DE REPARACIÓN Y LIMPIEZA DE VITRINAS PARA EL ÁREA DE VENTAS DE SUC. CEFAFA BLOOM,No Vigente,20/01/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200009  Libre gestión,¿SUMINISTRO E INSTALACIÓN DE CORTINA METÁLICA PARA SUC. SAN MIGUELITO¿,No Vigente,20/01/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200008  Libre gestión,¿SUMINISTRO E INSTALACIÓN DE DOS PUERTAS DE VIDRIO Y VIDRIO FIJO PARA SUC. SAN MIGUELITO¿,No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200049  Libre gestión,COMPRA DE ALIMENTOS PARA REUNION DE TRABAJO DEL COMITE MUNICIPAL DE CONVIVENCIA CIUDADANA.,No Vigente,20/01/2020,Presencial
Ministerio de Justicia y Seguridad Pública,20200006  Libre gestión,Servicio de elaboración de arte e impresión de 100 ejemplares del informe nacional 2019,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200026  Libre gestión,Mantenimiento de puerta corrediza,No Vigente,20/01/2020,Presencial
Asociación Intermunicipal Energía para El Salvador (ENEPASA),20200001  Libre gestión,Seguro de fidelidad para empleados y funcionarios de ENEPASA,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Chalchuapa, Santa Ana",20200003  Libre gestión,LG-08-2020 SUMINISTRO DE SAL PARA MANTENIMIENTO,No Vigente,20/01/2020,Presencial
Tribunal de Ética Gubernamental (TEG),20200006  Libre gestión,Suministro de carátulas para expedientes de procedimientos administrativos sancionadores.,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200043  Libre gestión,"REFRENDA DE LAS TARJETAS DE CIRCULACIÓN DE FLOTA DE VEHÍCULOS PARA EL AÑO 2020, PROPIEDAD DEL HOSPITAL NACIONAL SAN JUAN DE DIOS DE SAN MIGUEL, QUE SE DETALLAN A CONTINUACIÓN: AMBULANCIA TOYOTA HIACE N-2367¿¿¿¿¿.1 AMBULANCIA TOYOTA HIACE N-13704¿¿¿¿..1 AMBULANCIA TOYOTA N-13703¿¿¿.¿.1 AMBULANCIA KIA PREGIO N-17753...¿¿¿..1 AMBULANCIA KIA PREGIO N-17755¿¿...¿..1 AMBULANCIA NISSAN N-9132¿¿¿¿.....1 MICROBÚS HYUNDAI N-8488¿¿¿.¿¿.1 MICROBÚS CHANA N-3647¿¿¿..¿..1 CARRO TOYOTA N-7361¿..¿¿¿.1 PICKUP MAZDA N-2371¿¿..¿¿.1 PICK UP FORD RANGER N-17918¿¿¿¿.1",No Vigente,20/01/2020,Presencial
Municipalidad de Santa Ana,20200008  Libre gestión,COMPRA DE REPUESTOS PARA TRANSMISIÓN DE MOTONIVELADORA CATERPILLAR,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Suchitoto, Cuscatlán",20200002  Libre gestión,ADQUISICIÓN DE GAS PROPANO,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200013  Libre gestión,LIBRE GESTION LG AMILOP-12/2019 DENOMINADO: ¿CONTRATACION DE SERVICIOS PROFESIONALES DE AUDITOR TRIBUTARIO A EXTERNOS,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Santa Teresa"", Zacatecoluca, La Paz",20200006  Libre gestión,INSUMOS DE LABORATORIO,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200033  Libre gestión,BOLSAS PLASTICAS P/ALIMANTCION PARENTERAL EVA 1000 ML Y OTROS INSUMOS,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200030  Libre gestión,PRESENTAR OFERTA EN SOBRE CERRADO A MAS TARDAR EL DIA 23 DE ENERO DEL 2020 HACER REFERENCIA A LA SOLICITUD NO 25/2020 VER DOCUMENTO ADJUNTO,No Vigente,20/01/2020,Presencial
Defensoría del Consumidor,20200010  Libre gestión,SUMINISTRO DE PAPEL BOND TAMAÑO CARTA Y OFICIO VER ESPECIFICACIONES ADJUNTAS,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200023  Libre gestión,1-SONDEO Y REPARACIÓN DE RADIADOR,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200013  Libre gestión,SERVICIO DE TRANSPORTE PARA PERSONAS PENSIONADAS DE INPEP MOVIL DE SAN MIGUEL - CHINAMECA,No Vigente,20/01/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200020  Libre gestión,"Suministro del programa de servicios de mantenimiento preventivo para una camioneta, marca: Chevrolet, modelo Tahoe.",No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200012  Libre gestión,SERVICIO DE TRANSPORTE PARA PERSONAS PENSIONADAS DE LA OFICINA DEPARTAMENTAL DE SAN MIGUEL,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Portuaria Autónoma (CEPA),LP-10/2020  Licitación/Concurso,"SERVICIOS DE SEGURIDAD PARA EL ESTACIONAMIENTO PÚBLICO DE LA TERMINAL DE PASAJEROS Y TERMINAL DE CARGA DEL AEROPUERTO INTERNACIONAL DE EL SALVADOR, SAN ÓSCAR ARNULFO ROMERO Y GALDÁMEZ, PARA EL AÑOS 2020",No Vigente,20/01/2020,Presencial
"Municipalidad de San Rafael Oriente, San Miguel",20200005  Libre gestión,"Consultoría de Técnico/a municipal de desarrollo económico local para la ejecución del Programa Emprendimiento Solidario (PES), con enfoque en municipios en condición de vulnerabilidad social y pobreza extrema.",No Vigente,20/01/2020,Presencial
Municipalidad de Tonacatepeque,20200009  Libre gestión,SUMINISTRO DE INSUMOS DE LIMPIEZA Y CONSUMO. VER ARCHIVO ADJUNTO,No Vigente,20/01/2020,Presencial
Instituto de Acceso a la Información Pública,20200001  Libre gestión,CONTRATACIÓN DE SUMINISTRO DE AGUA PARA CONSUMO DE USUARIOS Y EMPLEADOS DEL IAIP PARA EL AÑO 2020,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200045  Libre gestión,"SE REQUIEREN 173 PARES DE MEDIA BOTA DE AMARRAR CON CUBO(VER ARCHIVO ANEXO) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200010  Libre gestión,S/Cotización 35/2020 - FORMULAS ALIMENTICIAS PARA PACIENTES,No Vigente,20/01/2020,Presencial
Lotería Nacional de Beneficencia (LNB),20200015  Libre gestión,LG-38/2020 COMPRA DE AGUA ENVASADA EN BOTELLAS PARA LA LNB,No Vigente,20/01/2020,Presencial
Lotería Nacional de Beneficencia (LNB),20200014  Libre gestión,"LG-36/2020 SUMINISTRO DE AGUA PURIFICADA ENVASADA EN BOTELLAS DE ½ LITRO, PARA LA LNB",No Vigente,20/01/2020,Presencial
Municipalidad de Nueva Trinidad,20200008  Libre gestión,Servicios de Supervisión en Electrificación,No Vigente,20/01/2020,Presencial
Asociación Intermunicipal Energía para El Salvador (ENEPASA),20200002  Libre gestión,Seguro de Vehículo Institucional,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200012  Libre gestión,1-EQUIPO DE AIRE ACONDICIONADO,No Vigente,20/01/2020,Presencial
Defensoría del Consumidor,20200011  Libre gestión,SUMINISTRO DE CAFÉ MOLIDO TOSTADO Y AZÚCAR SE ADJUNTAN ESPECIFICACIONES,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200027  Libre gestión,GLUCOMETRO NO REQUIERE CODIFICACION RESULTADOS EN 4 SEGUMDOS TAMAÑO DE MUESTRS Y OTROS,No Vigente,20/01/2020,Presencial
Municipalidad de Nombre de Jesús,20200003  Libre gestión,Compra de materiales de construcción para el proyecto,No Vigente,20/01/2020,Presencial
Fondo Solidario para la Salud (FOSALUD),20200008  Libre gestión,ADQUISICION DE CONSUMIBLES Y SUMINISTROS INFORMATICOS 2020,No Vigente,20/01/2020,Presencial
Fondo Nacional de Vivienda Popular (FONAVIPO),20200030  Libre gestión,"COMPRA DE MATERIALES PARA REPARACIONES Y MANTENIMIENTO DE APARTAMENTOS EN CONDOMINIO SANTA LUCÍA, UBICADO EN MUNICIPIO Y DEPARTAMENTO DE SANTA ANA.",No Vigente,20/01/2020,Presencial
Municipalidad de San Cayetano Istepeque,20200002  Libre gestión,ADQUISICION DE UN MINI CARGADOR DE DIRECCION DESLIZANTE,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200022  Libre gestión,Teclados para laptop,No Vigente,20/01/2020,Presencial
Municipalidad de Santa Ana,20200009  Libre gestión,COMPRA DE MATERIALES DE CONSTRUCCION PARA EL MERCADO MUNICIPAL N° 2,No Vigente,20/01/2020,Presencial
Defensoría del Consumidor,20200013  Libre gestión,SERVICIO DE IMPRESIÓN DE LEYES Y BROCHURS SE ADJUNTAN ESPECIFICACIONES DE LO REQUERIDO,No Vigente,20/01/2020,Presencial
Defensoría del Consumidor,20200012  Libre gestión,SUMINISTRO DE MATERIALES DE LIMPIEZA PARA LAS OFICINAS DE LA DEFENSORIA DEL CONSUMIDOR SE ADJUNTAN ESPECIFICACIONES Y CONDICIONES,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200028  Libre gestión,ACCESORIOS PARA MAQUINA DE ANESTESIA SPCELAB MODELO BLEASE FOCUS Y OTROS,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200026  Libre gestión,MICROTUBO DE PLASTICO ( 10.8 x 8 x 40) MILIMETROS CON TAPON ANTICUAGULANTE DE CITRATO DE SODIO AL 3.2%,No Vigente,20/01/2020,Presencial
Municipalidad de Suchitoto,20200017  Libre gestión,"Compra de Suministros Químicos para Mantenimiento de Piscinas del Centro Turístico Puerto San Juan, Municipio de Suchitoto",No Vigente,20/01/2020,Presencial
Municipalidad de Ahuachapán,20200024  Libre gestión,Suministro de Repuestos y/o accesorios para vehículos,No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200048  Libre gestión,COMPRA DE ALIMENTOS PARA CAPACITACIÓN CSS,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil, Mejicanos, San Salvador",20200032  Libre gestión,MANTENIMIENTO PREVENTIVO DE RELOJ MARCADOR,No Vigente,20/01/2020,Presencial
Municipalidad de San Antonio Del Monte,20200057  Libre gestión,POR COMPRA DE 18 METROS CÚBICOS DE PIEDRA,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Nuestra Señora de Fátima"", Cojutepeque, Cuscatlán",20200001  Libre gestión,COMPRA DE SECADORA DE ROPA INDUSTRIAL,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Pedro"", Usulután",20200009  Libre gestión,SUMINISTRO DE POLEAS DE FAJA EXTERNA,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Santa Rosa de Lima, La Unión",20200006  Libre gestión,Suministro de agua envasada purificada,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200027  Libre gestión,14 CUBETAS: PINTURA DE AGUA COLOR BLANCO DOVER SEMI BRILLANTE. 1 CUBETA: PINTURA DE AGUA COLOR BLANCO MATE,No Vigente,20/01/2020,Presencial
Dirección Nacional de Medicamentos (DNM),20200002  Libre gestión,"ARRENDAMIENTO DE SISTEMA DE AGUA TIPO 3, 2, 1 PARA LABORATORIOS DE LA DNM",No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200023  Libre gestión,PROYECTOR DE CAÑON,No Vigente,20/01/2020,Presencial
Ministerio de Turismo (MITUR),CP-16/2019  Licitación/Concurso,"Construcción de servicios sanitarios y construcción de oficinas turísticas ambientales, para el municipio de Alegría, Departamento de Usulután..",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200002  Libre gestión,ADQUISICIÓN DE TORTILLAS DE MAÍZ,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200014  Libre gestión,1-COMPRESOR 2-MANGUERAS PARA COMPRESOR 1-KIT DE ACCESORIOS PARA COMPRESOR 10-CABLE AWC,No Vigente,20/01/2020,Presencial
Procuraduría General de la República (PGR),20200009  Libre gestión,"Mantenimiento preventivo y correctivo de las camionetas: ¿	Kia Mohave P-199284, año 2012 ¿	Nissan Xtrail P-594210 año 2008",No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200007  Libre gestión,SERVICIO DE TRANSPORTE PARA PENSIONADOS DE SANTA ANA,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200014  Libre gestión,"S/Cotización 21/2020 - PRODUCTOS FERRETEROS (MANOMETROS, CAMISA, UNION VALVULA DE PIE (HIERRO), CAÑO Y CAMISA GALVANIZADOS)",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200013  Libre gestión,S/Cotización 31/2020 - MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EQUIPO MEDICO DE RADIOLOGIA,No Vigente,20/01/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200014  Libre gestión,"SERVICIO DE CABLE TV PARA PRESIDENCIA DE ANDA, PARA UN PERIODO DE 12 MESES, COMPRENDIDO DE ENERO A DICIEMBRE DE 2020.",No Vigente,20/01/2020,Presencial
